query,last7_clicks,last7_impressions,last7_ctr,last7_position,prev7_clicks,prev7_impressions,prev7_ctr,prev7_position,clicks_change,clicks_change_pct,impressions_change,impressions_change_pct,ctr_change,position_change,position_direction,status,last14_clicks,last14_impressions,last14_ctr,last14_position,prev14_clicks,prev14_impressions,prev14_ctr,prev14_position,w14_clicks_change,w14_clicks_change_pct,w14_impressions_change,w14_impressions_change_pct,w14_ctr_change,w14_position_change,w14_position_direction,w14_status,topic,language,is_brand,last7_period,prev7_period
хочу поговорить с ии,0.0,1.0,0.0,11.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,11.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
виды лидов,0.0,2.0,0.0,37.0,0.0,7.0,0.0,33.57,0.0,,-5.0,-71.4,0.0,3.43,worsened,both,0,9,0.0,34.33,0,5,0.0,30.4,0,,4,80.0,0.0,3.93,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чажи пит,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат gpt,0.0,8.0,0.0,5.38,0.0,3.0,0.0,4.0,0.0,,5.0,166.7,0.0,1.38,worsened,both,0,11,0.0,5.0,0,12,0.0,6.0,0,,-1,-8.3,0.0,-1.0,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат gpt онлайн официальный сайт,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат gpt узбек тилида,0.0,2.0,0.0,5.0,0.0,8.0,0.0,6.25,0.0,,-6.0,-75.0,0.0,-1.25,improved,both,0,10,0.0,6.0,0,21,0.0,6.43,0,,-11,-52.4,0.0,-0.43,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат бот директ инстаграм,0.0,2.0,0.0,46.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,46.0,0,0,,,0,,2,,0.0,,n/a,new,instagram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат бот на заказ ташкент,0.0,13.0,0.0,52.08,0.0,2.0,0.0,17.0,0.0,,11.0,550.0,0.0,35.08,worsened,both,0,15,0.0,47.4,0,10,0.0,42.3,0,,5,50.0,0.0,5.1,worsened,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат гпж,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат гпт,0.0,1.0,0.0,7.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,7.0,0,1,0.0,7.0,0,,0,0.0,0.0,0.0,stable,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
таргетированная реклама цена,0.0,1.0,0.0,10.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
таргет нима,0.0,14.0,0.0,8.36,0.0,9.0,0.0,8.11,0.0,,5.0,55.6,0.0,0.25,stable,both,0,23,0.0,8.26,0,0,,,0,,23,,0.0,,n/a,new,digital_marketing,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
стр п чат,0.0,1.0,0.0,7.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,7.0,0,0,,,0,,1,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
стоимость лида это,0.0,1.0,0.0,29.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,29.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео продвижение,0.0,1.0,0.0,48.0,0.0,21.0,0.0,54.0,0.0,,-20.0,-95.2,0.0,-6.0,improved,both,0,22,0.0,53.73,0,27,0.0,63.41,0,,-5,-18.5,0.0,-9.68,improved,both,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео ташкент,0.0,2.0,0.0,84.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,84.5,0,0,,,0,,2,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сколько стоит бот,0.0,2.0,0.0,17.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,17.0,0,1,0.0,17.0,0,,1,100.0,0.0,0.0,stable,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
смм в ташкенте,0.0,1.0,0.0,13.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,13.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
смм продвижение это,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,1.0,0,2,0.0,28.5,0,,-1,-50.0,0.0,-27.5,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
смм стоимость,0.0,1.0,0.0,11.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,11.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
смм ташкент цены,0.0,1.0,0.0,36.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,36.0,0,0,,,0,,1,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
смм услуги,0.0,1.0,0.0,11.0,0.0,2.0,0.0,13.0,0.0,,-1.0,-50.0,0.0,-2.0,improved,both,0,3,0.0,12.33,0,0,,,0,,3,,0.0,,n/a,new,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
создание сайта для бизнеса,0.0,1.0,0.0,22.0,0.0,2.0,0.0,25.0,0.0,,-1.0,-50.0,0.0,-3.0,improved,both,0,3,0.0,24.0,0,4,0.0,26.5,0,,-1,-25.0,0.0,-2.5,improved,both,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
создание сайта под ключ,0.0,1.0,0.0,38.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,38.0,0,1,0.0,82.0,0,,0,0.0,0.0,-44.0,improved,both,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
создание сайтов для бизнеса,0.0,2.0,0.0,151.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,151.0,0,0,,,0,,2,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
создание сайтов под ключ,0.0,1.0,0.0,22.0,0.0,1.0,0.0,24.0,0.0,,0.0,0.0,0.0,-2.0,improved,both,0,2,0.0,23.0,0,1,0.0,38.0,0,,1,100.0,0.0,-15.0,improved,both,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
создание телеграм ботов узбекистан,0.0,5.0,0.0,41.0,0.0,2.0,0.0,15.5,0.0,,3.0,150.0,0.0,25.5,worsened,both,0,7,0.0,33.71,0,3,0.0,63.0,0,,4,133.3,0.0,-29.29,improved,both,telegram_bots,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
средняя стоимость лида,0.0,1.0,0.0,70.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,70.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
срфепзеюсщь,0.0,1.0,0.0,8.0,0.0,3.0,0.0,7.67,0.0,,-2.0,-66.7,0.0,0.33,stable,both,0,4,0.0,7.75,0,2,0.0,7.5,0,,2,100.0,0.0,0.25,stable,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
стоимость лида,0.0,1.0,0.0,31.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,31.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
стоимость лида в контекстной рекламе,0.0,1.0,0.0,77.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,77.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат гпт на узбекском,0.0,17.0,0.0,4.35,0.0,9.0,0.0,4.56,0.0,,8.0,88.9,0.0,-0.21,stable,both,0,26,0.0,4.42,0,18,0.0,5.28,0,,8,44.4,0.0,-0.86,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат гпт узбек тилида,0.0,3.0,0.0,6.67,0.0,1.0,0.0,4.0,0.0,,2.0,200.0,0.0,2.67,worsened,both,0,4,0.0,6.0,1,3,0.3333333333333333,7.33,-1,-100.0,1,33.3,-0.3333,-1.33,improved,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат гпт узбекча,0.0,49.0,0.0,5.2,1.0,59.0,0.01694915254237288,6.07,-1.0,-100.0,-10.0,-16.9,-0.0169,-0.87,improved,both,1,108,0.009259259259259259,5.68,2,68,0.029411764705882353,5.5,-1,-50.0,40,58.8,-0.0202,0.18,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что означает gpt в chatgpt,0.0,2.0,0.0,8.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,8.0,0,4,0.0,9.25,0,,-2,-50.0,0.0,-1.25,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
ai боты для бизнеса,0.0,2.0,0.0,96.5,0.0,2.0,0.0,96.5,0.0,,0.0,0.0,0.0,0.0,stable,both,0,4,0.0,96.5,0,3,0.0,73.33,0,,1,33.3,0.0,23.17,worsened,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лид в коммерческом предложении сдо ржд,0.0,1.0,0.0,39.0,0.0,6.0,0.0,36.67,0.0,,-5.0,-83.3,0.0,2.33,worsened,both,0,7,0.0,37.0,0,12,0.0,41.08,0,,-5,-41.7,0.0,-4.08,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лид в маркетинге,0.0,1.0,0.0,22.0,0.0,1.0,0.0,32.0,0.0,,0.0,0.0,0.0,-10.0,improved,both,0,2,0.0,27.0,0,2,0.0,15.5,0,,0,0.0,0.0,11.5,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды,0.0,1.0,0.0,10.0,0.0,5.0,0.0,24.6,0.0,,-4.0,-80.0,0.0,-14.6,improved,both,0,6,0.0,22.17,0,6,0.0,22.17,0,,0,0.0,0.0,0.0,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды в маркетинге,0.0,3.0,0.0,22.0,0.0,6.0,0.0,29.0,0.0,,-3.0,-50.0,0.0,-7.0,improved,both,0,9,0.0,26.67,0,10,0.0,28.3,0,,-1,-10.0,0.0,-1.63,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды в продажах,0.0,1.0,0.0,31.0,0.0,2.0,0.0,31.0,0.0,,-1.0,-50.0,0.0,0.0,stable,both,0,3,0.0,31.0,0,6,0.0,27.17,0,,-3,-50.0,0.0,3.83,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды в продажах простыми словами,0.0,1.0,0.0,36.0,0.0,1.0,0.0,36.0,0.0,,0.0,0.0,0.0,0.0,stable,both,0,2,0.0,36.0,0,1,0.0,28.0,0,,1,100.0,0.0,8.0,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды в смм,0.0,1.0,0.0,29.0,0.0,3.0,0.0,28.33,0.0,,-2.0,-66.7,0.0,0.67,worsened,both,0,4,0.0,28.5,0,4,0.0,28.75,0,,0,0.0,0.0,-0.25,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды и зачем нужны,0.0,2.0,0.0,40.5,0.0,4.0,0.0,36.75,0.0,,-2.0,-50.0,0.0,3.75,worsened,both,0,6,0.0,38.0,0,6,0.0,35.0,0,,0,0.0,0.0,3.0,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лиды простыми словами,0.0,1.0,0.0,20.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,20.0,0,4,0.0,26.75,0,,-3,-75.0,0.0,-6.75,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое стоимость лида,0.0,1.0,0.0,68.0,0.0,1.0,0.0,34.0,0.0,,0.0,0.0,0.0,34.0,worsened,both,0,2,0.0,51.0,0,2,0.0,33.5,0,,0,0.0,0.0,17.5,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое чат gpt простыми словами,0.0,1.0,0.0,10.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,10.0,0,0,,,0,,1,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
що таке лід,0.0,1.0,0.0,98.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,98.0,0,1,0.0,62.0,0,,0,0.0,0.0,36.0,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
що таке лід в маркетингу,0.0,1.0,0.0,94.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,94.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
я в узбекистане,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,-1.0,improved,both,0,2,0.0,1.5,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
яатгпт,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,3,0.0,5.67,0,,-2,-66.7,0.0,0.33,stable,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
1,0.0,0.0,,,0.0,1.0,0.0,4.0,0.0,,-1.0,-100.0,0.0,,n/a,lost,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,other,neutral,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что такое лид,0.0,3.0,0.0,30.67,0.0,12.0,0.0,28.92,0.0,,-9.0,-75.0,0.0,1.75,worsened,both,0,15,0.0,29.27,0,12,0.0,28.33,0,,3,25.0,0.0,0.94,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что делать если не принимают заявку в xrp38,0.0,1.0,0.0,2.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,2.0,0,0,,,0,,1,,0.0,,n/a,new,leads_automation,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат джипити узбек тилида,0.0,19.0,0.0,7.89,1.0,21.0,0.047619047619047616,8.0,-1.0,-100.0,-2.0,-9.5,-0.0476,-0.11,stable,both,1,40,0.025,7.95,0,22,0.0,7.59,1,,18,81.8,0.025,0.36,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
что входит в услуги смм,0.0,5.0,0.0,19.4,0.0,0.0,,,0.0,,5.0,,0.0,,n/a,new,0,5,0.0,19.4,0,4,0.0,24.5,0,,1,25.0,0.0,-5.1,improved,both,smm,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат дибити,0.0,3.0,0.0,4.67,0.0,0.0,,,0.0,,3.0,,0.0,,n/a,new,0,3,0.0,4.67,0,0,,,0,,3,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат жип,0.0,2.0,0.0,6.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,6.5,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат жлт,0.0,1.0,0.0,6.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,6.0,0,1,0.0,5.0,0,,0,0.0,0.0,1.0,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат жпт узбекча,0.0,14.0,0.0,6.43,0.0,12.0,0.0,7.17,0.0,,2.0,16.7,0.0,-0.74,improved,both,0,26,0.0,6.77,0,25,0.0,6.6,0,,1,4.0,0.0,0.17,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат нат,0.0,1.0,0.0,7.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,7.0,0,1,0.0,6.0,0,,0,0.0,0.0,1.0,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат прт,0.0,1.0,0.0,8.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0,3.0,worsened,both,0,2,0.0,6.5,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат типити,0.0,5.0,0.0,4.0,0.0,0.0,,,0.0,,5.0,,0.0,,n/a,new,0,5,0.0,4.0,0,0,,,0,,5,,0.0,,n/a,new,other,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат эпт,0.0,1.0,0.0,7.0,0.0,1.0,0.0,9.0,0.0,,0.0,0.0,0.0,-2.0,improved,both,0,2,0.0,8.0,0,1,0.0,6.0,0,,1,100.0,0.0,2.0,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат юрт,0.0,2.0,0.0,6.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,6.0,0,0,,,0,,2,,0.0,,n/a,new,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат-бот майстер для бізнесу,0.0,11.0,0.0,80.36,0.0,2.0,0.0,78.5,0.0,,9.0,450.0,0.0,1.86,worsened,both,0,13,0.0,80.08,0,16,0.0,90.31,0,,-3,-18.8,0.0,-10.23,improved,both,irrelevant_ukr,ukr,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чат-бот мастер для бизнеса,0.0,31.0,0.0,55.29,0.0,22.0,0.0,60.14,0.0,,9.0,40.9,0.0,-4.85,improved,both,0,53,0.0,57.3,0,20,0.0,61.5,0,,33,165.0,0.0,-4.2,improved,both,chatbot_dev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чатгпт онлайн,0.0,14.0,0.0,6.21,0.0,4.0,0.0,4.75,0.0,,10.0,250.0,0.0,1.46,worsened,both,0,18,0.0,5.89,0,0,,,0,,18,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чать,0.0,2.0,0.0,9.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,9.5,0,7,0.0,6.86,0,,-5,-71.4,0.0,2.64,worsened,both,other,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чачи пити узбек тилида,0.0,11.0,0.0,7.82,0.0,11.0,0.0,7.64,0.0,,0.0,0.0,0.0,0.18,stable,both,0,22,0.0,7.73,0,4,0.0,7.75,0,,18,450.0,0.0,-0.02,stable,both,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чачи пити узбекча,0.0,7.0,0.0,9.29,0.0,7.0,0.0,8.43,0.0,,0.0,0.0,0.0,0.86,worsened,both,0,14,0.0,8.86,0,0,,,0,,14,,0.0,,n/a,new,chatgpt_online,uz,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чем сделка отличается от лида,0.0,1.0,0.0,11.0,0.0,1.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,stable,both,0,2,0.0,11.0,0,6,0.0,12.83,0,,-4,-66.7,0.0,-1.83,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
чем ты отличаешься от чата gpt,0.0,2.0,0.0,9.5,0.0,3.0,0.0,9.33,0.0,,-1.0,-33.3,0.0,0.17,stable,both,0,5,0.0,9.4,0,1,0.0,1.0,0,,4,400.0,0.0,8.4,worsened,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сео оптимизация сайта стоимость,0.0,1.0,0.0,49.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,49.0,0,0,,,0,,1,,0.0,,n/a,new,seo,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
сайты под ключ,0.0,1.0,0.0,16.0,0.0,1.0,0.0,11.0,0.0,,0.0,0.0,0.0,5.0,worsened,both,0,2,0.0,13.5,0,0,,,0,,2,,0.0,,n/a,new,webdev,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
реклама у телеграмі біржа,0.0,1.0,0.0,5.0,0.0,1.0,0.0,39.0,0.0,,0.0,0.0,0.0,-34.0,improved,both,0,2,0.0,22.0,0,1,0.0,30.0,0,,1,100.0,0.0,-8.0,improved,both,telegram_ads,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как объяснить чату gpt,0.0,2.0,0.0,6.0,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,6.0,0,0,,,0,,2,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как перевести чат gpt на русский,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,1.0,0,1,0.0,8.0,0,,0,0.0,0.0,-7.0,improved,both,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как получать заявки из нейросетей,0.0,2.0,0.0,88.5,0.0,0.0,,,0.0,,2.0,,0.0,,n/a,new,0,2,0.0,88.5,0,0,,,0,,2,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как пообщаться с искусственным интеллектом,0.0,2.0,0.0,9.5,0.0,2.0,0.0,54.5,0.0,,0.0,0.0,0.0,-45.0,improved,both,0,4,0.0,32.0,0,1,0.0,11.0,0,,3,300.0,0.0,21.0,worsened,both,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
как расшифровывается gpt chat,0.0,1.0,0.0,11.0,0.0,2.0,0.0,10.5,0.0,,-1.0,-50.0,0.0,0.5,stable,both,0,3,0.0,10.67,0,0,,,0,,3,,0.0,,n/a,new,chatgpt_online,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
какие есть ии чаты,0.0,1.0,0.0,49.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,49.0,0,0,,,0,,1,,0.0,,n/a,new,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
какие есть чаты ии,0.0,1.0,0.0,102.0,0.0,1.0,0.0,99.0,0.0,,0.0,0.0,0.0,3.0,worsened,both,0,2,0.0,100.5,0,1,0.0,92.0,0,,1,100.0,0.0,8.5,worsened,both,ai_general,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
контекстная реклама ташкент,0.0,3.0,0.0,47.33,0.0,0.0,,,0.0,,3.0,,0.0,,n/a,new,0,3,0.0,47.33,0,7,0.0,56.86,0,,-4,-57.1,0.0,-9.53,improved,both,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
контекстная реклама цена,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,4.0,0,0,,,0,,1,,0.0,,n/a,new,digital_marketing,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
кто такой лид,0.0,1.0,0.0,33.0,0.0,6.0,0.0,29.83,0.0,,-5.0,-83.3,0.0,3.17,worsened,both,0,7,0.0,30.29,0,15,0.0,29.73,0,,-8,-53.3,0.0,0.56,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид,0.0,4.0,0.0,25.25,0.0,26.0,0.0,30.35,0.0,,-22.0,-84.6,0.0,-5.1,improved,both,0,30,0.0,29.67,0,33,0.0,28.03,0,,-3,-9.1,0.0,1.64,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в контекстной рекламе это,0.0,1.0,0.0,43.0,0.0,5.0,0.0,44.8,0.0,,-4.0,-80.0,0.0,-1.8,improved,both,0,6,0.0,44.5,0,5,0.0,40.4,0,,1,20.0,0.0,4.1,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в маркетинге,0.0,1.0,0.0,22.0,0.0,0.0,,,0.0,,1.0,,0.0,,n/a,new,0,1,0.0,22.0,0,8,0.0,12.25,0,,-7,-87.5,0.0,9.75,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в продажах,0.0,1.0,0.0,41.0,0.0,1.0,0.0,41.0,0.0,,0.0,0.0,0.0,0.0,stable,both,0,2,0.0,41.0,0,0,,,0,,2,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в рекламе это,0.0,1.0,0.0,29.0,0.0,5.0,0.0,24.2,0.0,,-4.0,-80.0,0.0,4.8,worsened,both,0,6,0.0,25.0,0,12,0.0,22.75,0,,-6,-50.0,0.0,2.25,worsened,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид в таргете это,0.0,2.0,0.0,4.0,0.0,2.0,0.0,32.5,0.0,,0.0,0.0,0.0,-28.5,improved,both,0,4,0.0,18.25,0,1,0.0,35.0,0,,3,300.0,0.0,-16.75,improved,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид как переводится,0.0,2.0,0.0,20.0,0.0,4.0,0.0,20.0,0.0,,-2.0,-50.0,0.0,0.0,stable,both,0,6,0.0,20.0,0,4,0.0,20.25,0,,2,50.0,0.0,-0.25,stable,both,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
лид как расшифровывается,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,stable,both,0,2,0.0,1.0,0,0,,,0,,2,,0.0,,n/a,new,leads_automation,ru,False,2026-09-08..2026-09-14,2026-09-01..2026-09-07
